"","VCF0004","VCF0101","VCF0110","VCF0901a","VCF0114","VCF0105b","VCF0104","VCF0147","VCF0303","VCF0116","VCF9025"
"41796",1998,38,"2. High school (12 grades or fewer, incl. non-college",48,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","6. Permanently disabled","9. DK; NA; did not vote; DK/NA/refused to say if"
"41797",1998,81,"2. High school (12 grades or fewer, incl. non-college",49,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"41798",1998,54,"4. College or advanced degree (no cases 1948)",49,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","6. Permanently disabled","0. No gubernatorial race in state (includes Washington"
"41799",1998,30,"4. College or advanced degree (no cases 1948)",49,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41800",1998,50,"4. College or advanced degree (no cases 1948)",9,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41801",1998,54,"3. Some college (13 grades or more but no degree;",53,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"41802",1998,60,"4. College or advanced degree (no cases 1948)",53,"5. 96 to 100 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41803",1998,58,"4. College or advanced degree (no cases 1948)",53,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41804",1998,70,"3. Some college (13 grades or more but no degree;",53,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"41805",1998,68,"3. Some college (13 grades or more but no degree;",41,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41806",1998,24,"3. Some college (13 grades or more but no degree;",41,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","8. Student","9. DK; NA; did not vote; DK/NA/refused to say if"
"41807",1998,28,"4. College or advanced degree (no cases 1948)",27,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"41808",1998,38,"2. High school (12 grades or fewer, incl. non-college",27,"2. 17 to 33 percentile","4. Other or multiple races, non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41809",1998,22,"2. High school (12 grades or fewer, incl. non-college",27,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","1. Working now","3. Other"
"41810",1998,31,"4. College or advanced degree (no cases 1948)",27,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41811",1998,36,"2. High school (12 grades or fewer, incl. non-college",12,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41812",1998,61,"4. College or advanced degree (no cases 1948)",12,"5. 96 to 100 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"41813",1998,81,"4. College or advanced degree (no cases 1948)",12,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","5. Retired","2. Republican"
"41814",1998,24,"3. Some college (13 grades or more but no degree;",51,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","2. Never married","3. Republicans (including leaners)","8. Student","0. No gubernatorial race in state (includes Washington"
"41815",1998,55,"4. College or advanced degree (no cases 1948)",47,"4. 68 to 95 percentile","3. Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41816",1998,51,"3. Some college (13 grades or more but no degree;",55,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","2. Republican"
"41817",1998,49,"3. Some college (13 grades or more but no degree;",55,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","7. Partners; not married (VOLUNTEERED [exc.1986,2012])","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41818",1998,54,"2. High school (12 grades or fewer, incl. non-college",55,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","3. Divorced","2. Independents","6. Permanently disabled","9. DK; NA; did not vote; DK/NA/refused to say if"
"41819",1998,63,"2. High school (12 grades or fewer, incl. non-college",55,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","2. Republican"
"41820",1998,86,"2. High school (12 grades or fewer, incl. non-college",27,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"41821",1998,53,"3. Some college (13 grades or more but no degree;",27,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","1. Democrat"
"41822",1998,42,"2. High school (12 grades or fewer, incl. non-college",27,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41823",1998,76,"2. High school (12 grades or fewer, incl. non-college",27,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41824",1998,75,"3. Some college (13 grades or more but no degree;",27,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"41825",1998,26,"2. High school (12 grades or fewer, incl. non-college",55,"2. 17 to 33 percentile","2. Black non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"41826",1998,52,"2. High school (12 grades or fewer, incl. non-college",19,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41827",1998,60,"2. High school (12 grades or fewer, incl. non-college",19,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","5. Widowed","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41828",1998,24,"3. Some college (13 grades or more but no degree;",19,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"41829",1998,79,"4. College or advanced degree (no cases 1948)",19,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"41830",1998,72,"2. High school (12 grades or fewer, incl. non-college",27,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","2. Never married","0. DK; NA; other; refused to answer; no Pre IW","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"41831",1998,45,"3. Some college (13 grades or more but no degree;",27,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","1. Working now","3. Other"
"41832",1998,27,"4. College or advanced degree (no cases 1948)",55,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"41833",1998,40,"4. College or advanced degree (no cases 1948)",55,"5. 96 to 100 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"41834",1998,65,"4. College or advanced degree (no cases 1948)",27,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","3. Divorced","3. Republicans (including leaners)","6. Permanently disabled","9. DK; NA; did not vote; DK/NA/refused to say if"
"41835",1998,61,"4. College or advanced degree (no cases 1948)",27,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"41836",1998,33,"3. Some college (13 grades or more but no degree;",27,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","3. Divorced","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41837",1998,76,"2. High school (12 grades or fewer, incl. non-college",48,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","2. Republican"
"41838",1998,19,"2. High school (12 grades or fewer, incl. non-college",48,"2. 17 to 33 percentile","3. Hispanic","2. Female","2. Never married","3. Republicans (including leaners)","8. Student","9. DK; NA; did not vote; DK/NA/refused to say if"
"41839",1998,18,"1. Grade school or less (0-8 grades)",48,"1. 0 to 16 percentile","3. Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"41840",1998,79,"2. High school (12 grades or fewer, incl. non-college",48,"1. 0 to 16 percentile","3. Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","7. Homemaker","2. Republican"
"41841",1998,25,"2. High school (12 grades or fewer, incl. non-college",48,"1. 0 to 16 percentile","3. Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","8. Student","9. DK; NA; did not vote; DK/NA/refused to say if"
"41842",1998,21,"2. High school (12 grades or fewer, incl. non-college",13,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"41843",1998,48,"4. College or advanced degree (no cases 1948)",24,"5. 96 to 100 percentile","1. White non-Hispanic","2. Female","2. Never married","0. DK; NA; other; refused to answer; no Pre IW","1. Working now","1. Democrat"
"41844",1998,24,"2. High school (12 grades or fewer, incl. non-college",11,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","4. Unemployed","0. No gubernatorial race in state (includes Washington"
"41845",1998,68,"2. High school (12 grades or fewer, incl. non-college",36,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","2. Republican"
"41846",1998,83,"3. Some college (13 grades or more but no degree;",36,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","5. Widowed","3. Republicans (including leaners)","5. Retired","2. Republican"
"41847",1998,38,"3. Some college (13 grades or more but no degree;",9,"5. 96 to 100 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","2. Republican"
"41848",1998,34,"2. High school (12 grades or fewer, incl. non-college",1,"2. 17 to 33 percentile","3. Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41849",1998,43,"2. High school (12 grades or fewer, incl. non-college",42,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41850",1998,42,"2. High school (12 grades or fewer, incl. non-college",51,"0. DK; NA; refused to answer; no Pre IW","2. Black non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41851",1998,18,"2. High school (12 grades or fewer, incl. non-college",51,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","2. Never married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"41852",1998,31,"2. High school (12 grades or fewer, incl. non-college",47,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"41853",1998,80,"3. Some college (13 grades or more but no degree;",51,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
