Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60516875214155,1.48479693405261,1.36779018435617,1.25406985052599,1.14358717006652,1.03638043227511,0.932320957062939,0.831373617800152,0.73347989949213,0.63862707099068,0.546714716821299,0.457691456188897,0.371675952186465,0.363804097481465,0.355953909233298,0.348744618812756,,,
"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468660111167495,0.436801565798895,0.404943020430295,0.373084475061688,0.341225929693088,0.309367384324489,0.277508838955889,0.245650293587282,0.213791748218682,0.181933202850075,0.150074657481483,0.118216112112876,0.0863575667442689,0.0863575667442689,0.0863575667442689,0.0863575667442689,,,
"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45766319081417,3.2632629937446,3.06886279667498,2.87446259960541,2.68006240253584,2.48566220546627,2.29126200839664,2.09686181132707,1.9024616142575,1.70806141718793,1.51366122011837,1.31926102304874,1.12486082597917,1.12486082597917,1.12366554092291,1.12366554092291,,,
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,28.1,30,29,29,30,26.1,26.2,,25.2,,,,,
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,79,75,73,67,68,65,64,60,62,58,56,54,55,53,52,51,48,48,48,48,47,45,43,41,40,,,
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,23.1,22.6,20.5,19.7,17.7,,,,16.7,,,,,,,12.9,,,,,,,,,12.4,13.7,,
"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1999998092651,,,,,,,,,,,,
"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6999998092651,,,,,,,,,,,,
People with basic handwashing facilities including soap and water (% of populartion),SH.STA.HYGN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.74,
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,9,,,,,10.5,,11,,,11.1,,,,,,
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.8,,,,,95.1,,,96.2,,96.6,96.8,97,97.6,98,98.1,98.4,98.6,98.6,98.6,98.6,98.6,98.7,98.8,98.97,99.4,,,
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7822645468031,97.0101099189753,97.2335427307112,97.4526657207253,97.6675429157,97.8781261786431,98.0845828669973,98.2869596376399,98.4853333225897,98.6797222417824,98.8702571748512,99.0570061209009,99.2398228928174,99.4189014088473,99.5671371705437,99.5740067348454,,,
"People using at least basic sanitation services, urban  (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2542121507948,98.3663419416401,98.4784717324854,98.5906015233308,98.7027313141761,98.8148611050214,98.9269908958668,99.0391206867121,99.1512504775574,99.2633802684028,99.3755100592481,99.4876398500935,99.5997696409388,99.7118994317841,99.8240292226295,99.8240292226295,,,
"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.3830089211926,94.7085609861818,95.0341130511711,95.3596651161603,95.6852171811495,96.0107692461387,96.336321311128,96.6618733761173,96.9874254411065,97.3129775060958,97.6385295710849,97.9640816360742,98.2896337010634,98.6151857660527,98.8356027044081,98.8356027044081,,,
ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,78.8,,,,90.7,,97.4,97.4,96.52,98.03,97.15,,,
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4,,
"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,16.4,15,13.7,13.2,11.6,12,11.7,11.3,10.7,9.9,9.4,8.8,8.5,7.9,
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,34.7,33.6,29.5,28.3,24.2,23.9,25,24.7,23.2,22.5,20.8,20.2,19.1,18.2,
"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9,,,,,49.1,,,,,46,45.3,44.6,44,43.3,43,42.4,,
Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,,3.03522999998958,1.56654044601292,0.0219884504720511,2.0938864456334,2.35032835005539,1.01331724842501,-1.58075839367659,-0.926856281658132,3.91898945636817,0.947368852234277,3.67204187252005,2.83904039026575,6.24068190513832,6.44169813470796,-2.96661992216247,3.10855030353696,7.37047500558057,7.54882360013521,8.0195016770902,9.90104088536532,2.58086655785628,0.88573133149508,0.761875039426727,3.837160883216,-2.27699438553732,-12.5116076609554,-0.905213006634824,8.46246433718207,10.0367306881236,8.77133792389242,6.15510951534415,1.9935550006045,3.62461372062954,6.69680820263805,8.88592577293031,4.18250020168598,1.68842631329773,-12.4608535065363,0.395474425671964,10.4480195103547,0.795936969679829,1.72629294450648,5.96819917622575,7.73097209428776,7.04576973137306,4.63584085728613,8.44334242318585,6.77352411726501,-1.24668095045266,4.93504270735268,4.91315037519344,6.35708344575043,5.31288234987596,5.13154725337218,4.29182638490673,4.37540677738373,5.4960543055512,
Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,930.061376285996,958.290878197345,973.302892394758,973.516906619196,993.901245172845,1017.2611879097,1027.56927098832,1011.32588348633,1001.9523460072,1041.21875280506,1051.08293495275,1089.67914043913,1120.6155713605,1190.54962454856,1267.24123750587,1229.64700649217,1267.87120224491,1361.31933230933,1464.0829273399,1581.49508225191,1738.07955694571,1782.93707097986,1798.72910323837,1812.43317130285,1881.97914798651,1839.12658844988,1609.02228531471,1594.45720630839,1729.38757876387,1902.96155259826,2069.87674093841,2197.2799211758,2241.08390492168,2322.31453963029,2477.83549021131,2698.01411264681,2810.85855834978,2858.31783387854,2502.14703584773,2512.04238746722,2774.50106621817,2796.58434592836,2844.8615841793,3014.64858981105,3247.71023103018,3476.53641545081,3637.70311101671,3944.84684101873,4212.05199318431,4159.54114336212,4364.81627521694,4579.26626241927,4870.37403992436,5129.13128266444,5392.33507812186,5623.76473776727,5869.82732124766,6192.43621846551,
Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,24437227000,25985687700,27252896000,28140890500,29626148900,31215689100,32403894500,32726227100,33235006600,35380729700,36578415100,38828424500,40876184200,44456598700,48457313600,48172905400,50922210000,56085849700,61887835900,68568334200,77249190000,81170906000,83841202500,86511508200,92092284500,92408298600,83158617500,84871403100,94852695400,107489004400,120266536300,131145144900,137248203400,145830294700,159522514300,178118487200,190346336200,198550385400,178227129900,183324238400,207208512400,213481598900,221747828800,239739269600,263351374600,287340848000,306334763800,338327853700,367827820300,369865147200,395245000000,422376000000,457625000000,490798000000,525038000000,556541000000,589667000000,630792000000,
Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,,6.33648285871389,4.87656249328356,3.25834913104282,5.27793674475222,5.36532846494944,3.80643655244504,0.994734136046532,1.55465369853161,6.45621385253463,3.38513481817759,6.15119434193309,5.27386760181321,8.75917008907108,8.99914752137798,-0.58692523144741,5.70715961009898,10.1402505900667,10.3448307033494,10.7945256169476,12.6601526802149,5.0767082476852,3.28972119640993,3.18495634649325,6.45090626220291,0.343149376427959,-10.0095784038167,2.05966098462378,11.7604893231699,13.3220347051941,11.8872920735695,9.04541606890861,4.65366712938832,6.25297168735106,9.3891462183269,11.6572716908337,6.86500833923544,4.31006415136875,-10.2358177039328,2.85989484477467,13.0284321421188,3.02742702379442,3.87210417319017,8.11346875293508,9.84907689065555,9.10930251890167,6.6102386528768,10.4438325912261,8.7193431688773,0.553880589656956,6.86192061948357,6.8643499601513,8.34540788302365,7.248948374761,6.97639354683596,6.00013713293133,5.9521221257733,6.97427531131977,
Households and NPISHs Final consumption expenditure (constant 2010 US$),NE.CON.PRVT.KD,7586609232.87076,8067333426.46922,8460741982.55254,8736422495.42082,9197525348.48343,9691002794.07655,10059884666.7288,10159953773.5556,10317905870.6653,10984051938.7787,11355876905.405,12054398963.0871,12690132004.5947,13801682251.4048,15043715997.6406,14955420632.7031,15808950358.5732,17412017540.5917,19213261277.2034,21287241687.6222,23982238986.6816,25199747291.298,26028748719.3816,26857753003.6323,28590321474.0306,28688428983.8875,25816838191.922,26348577535.6245,29447299183.5087,33370278600.4781,37337101083.4808,40714397224.5506,42609109745.1181,45273445313.7127,49524235292.2915,55297409953.1216,59093581757.7846,61640553040.8867,55331138399.9255,56913550774.5801,64328494116.9166,66275992331.8121,68842267796.7154,74427763683.2138,81758211356.3689,89205814162.8636,95102531371.2707,105034880537.704,114193232218.807,114825726366.769,122704976560.802,131127875570.457,142071031635.156,152369687373.879,162999596411.164,172779795721.958,183063860171.991,195831237775.915,
Households and NPISHs Final consumption expenditure (current LCU),NE.CON.PRVT.CN,4671804400,4891556400,5101979100,5457521700,5768491500,6083607600,6412198900,6768777700,6984383500,7423887900,7688212000,8309115400,9013981200,10781325300,13212074000,13653651500,15464532000,17560469500,20300113900,23225303000,27931314200,31712708600,34440949800,37791133700,41041805300,41756000300,37833633800,39062999000,45444001800,52619001900,61687000000,70501000000,75749000000,83144000000,94088000000,106613000000,116794000000,127783000000,117718000000,125056000000,155941000000,162618000000,172485000000,186674000000,208571000000,240187000000,264584000000,300418000000,344214165100,348168163400,395245000000,437340000000,482238000000,527749000000,579985000000,626267000000,674838000000,748615000000,
Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,1526134979.7465,1597921207.36966,1666659839.27871,1782804684.43748,1884388965.11172,1987327714.62172,2094668398.01385,2211151737.88057,2281583529.3349,2425156115.24892,2511502678.6881,2722247288.92966,3196900695.13406,4412608071.05145,5488793153.58731,5685231304.13058,6084565627.9509,7134631901.84049,8765161442.14162,10612914915.0064,12830775047.0853,13763599062.5407,14747345122.8912,16280159264.2054,17512291047.9604,16816754047.5232,14656246145.5024,15503650976.3455,17352986787.8418,19425207435.0266,22805649007.357,25640456793.7155,29743982408.6072,32300221436.6186,35851242188.6908,42509170653.9075,46424199061.9286,45348498828.8736,29993375458.6221,32909473684.2105,41037105263.1579,42794210526.3158,45390789473.6842,49124736842.1053,54887105263.1579,63422407647.0122,72129109645.0575,87391784966.2555,103187890491.037,98785122258.4764,122704976560.802,142921568627.451,156124708624.709,167491510362.119,177208286229.338,160355140186.916,162678205529.976,174080318109.943,
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,13.4552523013979,14.775542768808,15.1014656438714,13.8880895366996,15.2133089043606,15.3631337016575,16.4041369635249,16.5945072730998,16.2666552231486,15.4771804243181,16.8102629131795,17.3724091084523,19.9708136427567,16.2518650857234,15.9544649575641,18.2231649650725,15.8831789211323,17.2790958565244,15.8394428020905,13.7435395485094,16.2867404517146,17.8302299828164,18.0534214604067,15.4078435352904,14.5434105593966,15.0648984122886,16.6908366622901,14.8732814947278,14.2340590018404,14.0621288949284,13.7939721702035,13.6941897382385,13.0102667224136,12.6311754833239,12.2649135372966,12.3732424754576,11.1054620838605,10.7670469667666,9.76896244933697,10.9866141784643,10.1652352266127,12.0392876490092,12.957840568667,12.9680086157285,12.579923172499,11.4736063637601,11.1677108764827,11.5668680674542,11.5048323003631,13.0484704930304,12.581169028796,13.2706614765507,13.842133658412,13.7154015161779,13.3287480692634,13.1394124501284,12.5763340161935,12.1593195300179,
General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,3689748600,3974562400,4202926400,4654522900,5375538100,5834832100,6494265400,6543017300,6558412500,6732893300,7620690800,8259597300,9655441200,10096773400,11602950900,12390679100,13442693700,14764125800,15626264800,15895683300,19885641000,22538769400,24509374200,25630666400,24375947700,24162979300,24468319400,24827544100,26653583300,27645861200,29272208600,32710186600,34324182800,37216609400,40144036500,42577385100,42888242200,45325705800,41294835500,48347831800,49136303100,56852122800,63611772000,69087033800,74366992500,79200652200,83547424300,89672288200,95834277200,100570995900,103346000000,117983000000,124390000000,131612000000,137351000000,143369000000,144690000000,152566000000,
General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,,7.71905706529708,5.7456388154832,10.7448110440383,15.4906360005233,8.54414928246902,11.3016671036687,0.750691525480278,0.235292057075867,2.66041210430114,13.1859731090644,8.38383969075349,16.8996604713404,4.57081339794188,14.9174141117201,6.78903329669352,8.49037079815909,9.83011388558232,5.83941786786998,1.72413883578881,25.1008882392618,13.3419304914536,8.74317832099565,4.57495238699322,-4.89538071472072,-0.87368254404322,1.26366908736293,1.46812167246762,7.35489258480465,3.72286866209093,5.88278798129829,11.7448534443691,4.93423109973944,8.42678940633073,7.8659156414179,6.06154440896844,0.730099087273459,5.68329097899003,-8.89312196877032,17.0796086595381,1.63083073355111,15.7028901508872,11.8898800380414,8.60730903707572,7.64247415120607,6.49973803902316,5.48830341576405,7.33100266263985,6.87167588079902,4.94261431128109,2.75924890189938,14.1631025874248,5.43044336895993,5.80593295280968,4.36054463118867,4.38147519857883,0.92139862871332,5.44336166977676,
General government final consumption expenditure (constant 2010 US$),NE.CON.GOVT.KD,1145493340.7842,1233914625.43852,1304810903.10763,1445010369.12856,1668851665.58008,1811440843.19021,2016163857.06746,2031299028.28226,2036078513.55127,2090246592.77886,2365865946.41582,2564216354.66145,2997560212.34982,3134573096.14728,3602170345.53414,3846722889.69607,4173323926.60892,4583566421.40884,4851220018.00627,4934861786.34628,6173555928.0991,6997227468.87709,7609007544.00671,7957116016.26774,7567584893.35941,7501468225.14048,7596261960.19993,7707784328.33504,8274683586.35249,8582739188.47599,9087643537.92183,10154973952.9974,10656043835.9567,11554006209.059,12462834590.6678,13218274843.9974,13314781347.9867,14071499115.2091,12820103536.0591,15009727049.7656,15254510291.5153,17649909285.6478,19748462326.5344,21448273509.0497,23087452267.8588,24588076185.1541,25937544410.2946,27839026481.6367,29752034149.8246,31222562447.6111,32084070659.0916,36628170500.7606,38617242556.8905,40859333767.9675,42641023252.926,44509329111.1732,44919437459.2531,47364564900.1894,
General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,789285100,860232100,925266800,1067160800,1245513600,1390363600,1578570100,1619955800,1658385500,1736230100,1988486000,2250595600,2839849700,3042836700,3646871600,4069597200,4460790800,5588059600,6000931300,6380300800,8682135600,10272530400,11301261300,10853901300,11569283100,11670776800,11949637600,12060000300,13148000300,14798000100,16426000000,18504000000,19604000000,21750000000,23973000000,27527000000,28178000000,30341000000,27670000000,33044000000,36229000000,42448000000,49656000000,54306000000,59635000000,62368000000,66647000000,76959000000,88581226200,93016917400,103346000000,120993000000,134442000000,139707000000,147475000000,152118000000,154704000000,164452000000,
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,257835195.348229,281011400.757873,302256239.383248,348608650.202535,406871030.968248,454189076.179276,515670358.029531,529189794.851692,541743597.282112,567173036.717627,649577289.951653,737344166.693969,1007181763.37069,1245379896.04224,1515047816.87508,1694535809.46036,1755111268.49229,2270369154.51184,2591075690.84629,2915509413.26997,3988302448.43585,4458370036.02274,4839111629.69941,4675785680.43769,4936543394.77727,4700272573.4998,4629130549.31433,4786474162.56549,5020620245.91416,5462935654.16421,6072682908.79515,6729706139.07477,7697805002.55232,8449555184.33627,9134659350.70873,10975677830.941,11200413387.3917,10767620129.1788,7050040766.40848,8695789473.68421,9533947368.42105,11170526315.7895,13067368421.0526,14291052631.5789,15693421052.6316,16468537931.3987,18168856659.9422,22387421456.8303,26554717369.1468,26391521464.0375,32084070659.0916,39540196078.4314,43525641025.641,44338760354.1845,45059427419.1084,38949686339.7772,37293349082.7568,38241093851.7347,
